Word,Sentiment
seedbed,Neutral
seedcake,Negative
seeded,Neutral
seeder,Negative
seedless,Negative
seedling,Negative
seeds,Positive
seedsman,Negative
seedtime,Neutral
seedy,Negative
seeing,Negative
seek,Positive
seeker,Neutral
seeking,Positive
seel,Negative
seelen,Positive
seem,Positive
seeming,Positive
seemingly,Neutral
seemless,Negative
seemliness,Positive
seemly,Positive
seems,Positive
seen,Negative
seent,Neutral
seep,Neutral
seepage,Positive
seer,Positive
seersucker,Neutral
seesaw,Neutral
seethe,Negative
seething,Positive
segar,Negative
segment,Neutral
segmental,Neutral
segnitude,Neutral
segnity,Negative
segno,Positive
segosiller,Positive
segregate,Positive
segregated,Negative
segregation,Neutral
segregationist,Neutral
seiche,Neutral
seidel,Neutral
seigneur,Neutral
seigneury,Neutral
seignior,Neutral
seigniorage,Negative
seigniority,Positive
seigniory,Negative
seignority,Neutral
seine,Neutral
seines,Positive
seipso,Neutral
seisin,Negative
seismic,Neutral
seismograph,Negative
seismological,Neutral
seismologist,Negative
seismology,Neutral
seismometer,Neutral
seismosaurus,Negative
seiurus,Neutral
seize,Positive
seized,Negative
seizin,Positive
seizing,Negative
seizure,Negative
sejunction,Positive
sekhet,Negative
selaginella,Negative
selaginellaceae,Negative
selaginellales,Positive
selar,Neutral
selden,Neutral
seldom,Negative
seldomness,Positive
select,Positive
selected,Neutral
selection,Positive
selective,Negative
selectively,Neutral
selectivity,Neutral
selectman,Positive
selector,Negative
selectwoman,Positive
selenarctos,Neutral
selene,Negative
selenicereus,Negative
selenipedium,Neutral
selenium,Positive
seleucus,Negative
self,Positive
self-absorbed,Positive
self-absorption,Negative
self-accusation,Negative
self-acting,Negative
self-addressed,Positive
self-aggrandizement,Positive
self-analysis,Positive
self-appointed,Negative
self-assertion,Positive
self-assured,Positive
self-awareness,Neutral
self-conscious,Neutral
self-consciously,Positive
self-consciousness,Positive
self-consistent,Negative
self-contained,Positive
self-control,Positive
self-criticism,Positive
self-deception,Negative
self-defeating,Positive
self-defense,Neutral
self-denial,Negative
self-denying,Negative
self-deprecating,Neutral
self-depreciation,Positive
self-destructive,Neutral
self-determination,Positive
self-discipline,Neutral
self-disciplined,Neutral
self-discovery,Positive
self-disgust,Neutral
self-educated,Positive
self-education,Positive
self-enclosed,Negative
self-esteem,Negative
self-examining,Negative
self-explanatory,Neutral
self-expression,Neutral
self-feeder,Negative
self-fertilization,Negative
self-fertilized,Negative
self-forgetful,Neutral
self-fulfillment,Negative
self-generated,Positive
self-government,Neutral
self-gratification,Negative
self-heal,Positive
self-help,Negative
self-hypnosis,Neutral
self-imposed,Negative
self-improvement,Positive
self-incrimination,Positive
self-induction,Positive
self-indulgent,Positive
self-insurance,Negative
self-knowledge,Negative
self-limited,Positive
self-locking,Negative
self-love,Neutral
self-made,Negative
self-organization,Neutral
self-pity,Negative
self-pollination,Positive
self-preservation,Negative
self-propelled,Neutral
self-punishment,Neutral
self-reproach,Negative
self-restraint,Neutral
self-sealing,Neutral
self-seeded,Negative
self-service,Positive
self-serving,Negative
self-starter,Neutral
self-styled,Positive
self-sufficient,Negative
self-supporting,Negative
self-sustained,Positive
self-torture,Positive
self-whispered,Neutral
self-winding,Positive
selfabasement,Neutral
selfabnegation,Positive
selfaccusation,Negative
selfaccusing,Negative
selfadmiration,Neutral
selfadmiring,Neutral
selfannulling,Neutral
selfapplauding,Positive
selfapplause,Negative
selfapprobation,Positive
selfcommand,Neutral
selfcommuning,Neutral
selfcomplacency,Negative
selfconceit,Positive
selfcondemnation,Neutral
selfconfidence,Positive
selfconfident,Neutral
selfconscious,Negative
selfcontrol,Positive
selfconvicted,Neutral
selfconviction,Negative
selfcounsel,Positive
selfdeception,Negative
selfdecit,Negative
selfdefense,Positive
selfdelusion,Neutral
selfdenial,Positive
selfdenying,Negative
selfdestruct,Neutral
selfdiscipline,Neutral
selfesteem,Positive
selfevident,Positive
selfexamination,Negative
selfexistent,Positive
selfexisting,Negative
selfflattering,Positive
selfglorification,Positive
selfglorious,Neutral
selfgovernment,Positive
selfgratulation,Negative
selfhelp,Negative
selfimmolation,Negative
selfindulgence,Positive
selfindulgent,Positive
selfinterest,Positive
selfinterested,Neutral
selfish,Positive
selfishness,Negative
selfknowledge,Positive
selflaudation,Neutral
selflessness,Positive
selflove,Negative
selfluminous,Negative
selfness,Negative
selfopinionated,Neutral
selfopinioned,Negative
selfpossessed,Positive
selfpossession,Negative
selfpraise,Neutral
selfpreservation,Positive
selfreliance,Negative
selfreliant,Negative
selfreproach,Neutral
selfreproof,Neutral
selfrespect,Neutral
selfrestraint,Positive
selfsacrifice,Neutral
selfsacrificing,Negative
selfsame,Negative
selfsameness,Negative
selfsatisfied,Neutral
selfseeking,Neutral
selfsufficiency,Negative
selfsufficient,Positive
selftaught,Neutral
selftormentor,Negative
selftrust,Negative
selfwill,Neutral
selfwilled,Neutral
selfworship,Positive
selkup,Negative
sell,Neutral
seller,Positive
selliform,Neutral
selling,Neutral
sellout,Negative
selma,Negative
selon,Positive
seltzer,Positive
selvage,Negative
selvedge,Positive
semantic,Neutral
semantically,Neutral
semanticist,Negative
semantics,Neutral
semaphore,Positive
sematic,Positive
sembarquer,Positive
semblance,Neutral
semeiology,Neutral
semeiotics,Negative
semel,Positive
semen,Positive
semester,Neutral
semestral,Neutral
semi,Negative
semi-abstraction,Neutral
semi-processed,Positive
semiabstract,Negative
semiannual,Neutral
semiaquatic,Negative
semiarid,Positive
semibarbarian,Positive
semibreve,Positive
semicircle,Positive
semicircular,Neutral
semicolon,Neutral
semicoma,Neutral
semicomatose,Neutral
semiconducting,Neutral
semiconductor,Negative
semiconscious,Negative
semidarkness,Neutral
semidesert,Neutral
semidetached,Negative
semidiameter,Positive
semidiaphanous,Neutral
semiempirical,Positive
semifinal,Negative
semifinalist,Neutral
semifluid,Positive
semifluidity,Positive
semiformal,Neutral
semigloss,Neutral
semihard,Negative
semiliquid,Neutral
semiliquididty,Positive
semiliquidity,Positive
semiliterate,Negative
semilunar,Negative
semimonthly,Neutral
seminal,Neutral
seminar,Neutral
seminarian,Negative
seminary,Positive
semination,Neutral
seminiferous,Neutral
seminole,Negative
seminoma,Neutral
seminude,Negative
semiofficial,Positive
semiology,Neutral
semiopacous,Positive
semiopaque,Positive
semiotic,Positive
semiotics,Negative
semipellucid,Negative
semipermeable,Neutral
semiprecious,Neutral
semiprofessional,Neutral
semipublic,Neutral
semiquaver,Positive
semirigid,Negative
semiskilled(a),Positive
semisolid,Positive
semite,Negative
semiterrestrial,Negative
semitic,Neutral
semitone,Neutral
semitrailer,Positive
semitrance,Positive
semitransparency,Negative
semitransparent,Neutral
semivowel,Positive
semiweekly,Neutral
semolina,Positive
sempatch,Positive
semper,Positive
sempervirent,Neutral
sempervirid,Negative
sempiternal,Neutral
sempiternity,Negative
sempre,Negative
sempstress,Neutral
semstress,Neutral
sen,Neutral
senary,Positive
senate,Positive
senator,Positive
senatorial,Positive
senators,Positive
senatorship,Positive
senatus,Negative
send,Negative
sender,Neutral
sending,Negative
sene,Positive
seneca,Neutral
senecan,Positive
senecio,Positive
senega,Negative
senegal,Negative
senegalese,Negative
senes,Neutral
senesce,Positive
senescence,Positive
seneschal,Neutral
seneschalship,Negative
senhor,Positive
senile,Negative
senility,Neutral
senior,Negative
senior(a),Positive
seniores,Negative
seniority,Positive
seniti,Positive
senna,Positive
senor,Negative
senora,Positive
senorita,Positive
sens,Negative
sensate,Neutral
sensation,Neutral
sensational,Neutral
sensationalism,Negative
sensationalist,Positive
sensationally,Positive
sensations,Neutral
sense,Negative
senseless,Neutral
senselessly,Neutral
senses,Positive
sensibility,Negative
sensible,Negative
sensibleness,Positive
sensibly,Negative
sensing,Neutral
sensitive,Neutral
sensitively,Positive
sensitiveness,Positive
sensitivity,Neutral
sensitization,Negative
sensitizer,Positive
sensitizing,Neutral
sensitometer,Positive
sensorial,Neutral
sensorimotor,Positive
sensorineural,Positive
sensorium,Positive
sensory,Negative
sensual,Negative
sensualism,Positive
sensualist,Positive
sensuality,Positive
sensually,Negative
sensuous,Positive
sensuously,Neutral
sensuousness,Negative
sent,Negative
sente,Positive
sentence,Negative
sentences,Neutral
sentend,Neutral
sententiae,Negative
sentential,Positive
sententiarum,Positive
sententious,Positive
sententiousness,Neutral
sentiat,Negative
sentience,Neutral
sentient,Neutral
sentiment,Negative
sentimental,Neutral
sentimentalism,Neutral
sentimentalist,Positive
sentimentality,Neutral
sentimentalization,Negative
sentimentally,Negative
sentiments,Neutral
sentinel,Neutral
sentry,Positive
seor,Negative
seoul,Negative
sepal,Negative
separability,Neutral
separable,Positive
separably,Neutral
separate,Positive
separatec,Negative
separated,Positive
separately,Neutral
separateness,Positive
separatio,Neutral
separation,Positive
separatist,Neutral
separative,Positive
sepia,Negative
sepiidae,Positive
seposition,Negative
sepoy,Positive
seppuku,Neutral
sepsis,Neutral
sept,Negative
septal,Negative
septation,Positive
september,Neutral
septentrional,Neutral
septet,Neutral
septett,Positive
septic,Positive
septicemic,Positive
septicity,Positive
septobasidiaceae,Neutral
septobasidium,Positive
septrional,Negative
septuagenarian,Neutral
septuagesima,Positive
septuagint,Negative
septum,Neutral
septuple,Positive
sepulcher,Neutral
sepulchral,Positive
sepulture,Negative
sequacious,Negative
sequaciousness,Negative
sequacity,Neutral
sequel,Positive
sequela,Neutral
sequella,Positive
sequence,Positive
sequent,Positive
sequester,Positive
sequestered,Positive
sequestrate,Negative
sequestration,Neutral
sequin,Neutral
sequitur,Positive
sequoia,Negative
sequoiadendron,Positive
ser,Neutral
sera,Negative
serac,Neutral
seraglio,Positive
serape,Negative
seraph,Negative
seraphic,Positive
seraphim,Negative
seraphina,Positive
seraskier,Positive
serbia,Neutral
serbian,Neutral
serbo-croat,Neutral
sere,Positive
serein,Neutral
serenade,Neutral
serenading,Negative
serendipity,Negative
serene,Neutral
serenely,Neutral
sereness,Positive
serenity,Negative
serenoa,Positive
serer,Neutral
serf,Positive
serfdom,Positive
serflike,Negative
serge,Positive
sergeant,Positive
sergeantatlaw,Positive
serger,Negative
seria,Positive
serial,Positive
serialism,Neutral
serialization,Negative
serially,Negative
seriatim,Positive
sericocarpus,Neutral
sericultural,Negative
sericulture,Negative
sericulturist,Positive
series,Negative
serieux,Negative
serif,Positive
serigraphy,Neutral
serin,Neutral
serine,Positive
serinus,Positive
seriocomedy,Neutral
seriocomic,Negative
seriola,Negative
serious,Negative
seriously,Neutral
seriousness,Positive
seriphidium,Neutral
seriphus,Negative
seris,Negative
serjeant-at-law,Negative
sermon,Neutral
sermonize,Positive
sermonizer,Neutral
sermons,Positive
serologic,Negative
serology,Positive
seron,Neutral
seroon,Negative
serosity,Negative
serotine,Negative
serotonin,Positive
serous,Positive
serow,Neutral
serpent,Neutral
serpentes,Positive
serpentine,Negative
serranidae,Neutral
serranus,Positive
serrasalmus,Positive
serrate,Positive
serrated,Neutral
serration,Positive
serratula,Neutral
serratus,Negative
serried,Positive
serrulate,Positive
sertularia,Negative
sertularian,Positive
serum,Positive
serval,Positive
servans,Positive
servant,Neutral
servare,Negative
serve,Negative
served,Neutral
servente,Neutral
server,Neutral
service,Neutral
serviceability,Negative
serviceable,Negative
serviceman,Negative
services,Neutral
servicing,Neutral
servile,Negative
servile(a),Negative
servility,Negative
serving,Negative
servitor,Negative
servitorship,Negative
servitude,Positive
servitus,Negative
servo,Positive
servomechanical,Negative
ses,Neutral
sesame,Positive
sesamum,Neutral
sesbania,Neutral
seseli,Positive
seso,Neutral
sesotho,Neutral
sespuipedalia,Positive
sesqui,Neutral
sesquipedal,Negative
sesquipedalian,Neutral
sesquipedality,Neutral
sess,Negative
sessile,Negative
session,Positive
sessions,Neutral
sestet,Neutral
sestiad,Neutral
set,Neutral
set(p),Negative
set-to,Negative
seta,Neutral
setaceous,Neutral
setaria,Negative
setarious,Neutral
setback,Neutral
setdown,Negative
setoff,Neutral
setophaga,Positive
setose,Negative
setous,Neutral
sett,Neutral
settee,Neutral
setter,Neutral
setting,Negative
settle,Negative
settled,Positive
settlement,Neutral
settler,Neutral
settles,Neutral
settling,Positive
settlor,Neutral
setto,Neutral
setup,Positive
seven,Neutral
seven-spot,Positive
seven-up,Positive
sevenfold,Positive
sevens,Neutral
seventeen,Neutral
seventeenth,Neutral
seventh,Negative
seventhly,Negative
seventies,Neutral
seventieth,Negative
seventy,Neutral
sever,Negative
severable,Negative
several,Neutral
several(a),Positive
several(p),Positive
severality,Negative
severalize,Neutral
severally,Negative
severalty,Positive
severance,Negative
severe,Neutral
severed,Positive
severely,Neutral
severity,Neutral
severs,Neutral
seville,Neutral
sew,Neutral
sewage,Negative
seward,Neutral
sewed,Neutral
sewer,Neutral
sewerage,Neutral
sewing,Negative
sex,Negative
sex-limited,Positive
sex-linkage,Negative
sex-linked,Negative
sex-starved,Negative
sexagenarian,Negative
sexagenary,Negative
sexagesimal,Negative
sexed,Positive
sexism,Negative
sexist,Positive
sexless,Positive
sext,Negative
sextant,Neutral
sextet,Positive
sextodecimo,Positive
sexton,Positive
sextuple,Positive
sexual,Positive
sexually,Negative
sexy,Neutral
seychelles,Positive
seychellois,Positive
seymour,Positive
seyyid,Positive
sf,Positive
sfax,Negative
sforzando,Negative
sg,Positive
sgosiller,Positive
sgraffito,Negative
sh,Neutral
sha'ban,Negative
shabbily,Positive
shabbiness,Neutral
shabby,Positive
shabby-genteel,Positive
shack,Neutral
shackle,Neutral
shad,Neutral
shade,Positive
shaded,Positive
shades,Positive
shading,Neutral
shadow,Neutral
shadowboxing,Neutral
shadowed,Neutral
shadowing,Negative
shadowness,Negative
shadows,Negative
shadowy,Positive
shady,Neutral
shaft,Neutral
shag,Positive
shagbark,Neutral
shagged,Negative
shaggily,Neutral
shagginess,Positive
shaggy,Neutral
shaggymane,Negative
shagreen,Negative
shah,Positive
shahaptian,Positive
shaitan,Negative
shakable,Neutral
shake,Negative
shakedown,Negative
shaken,Neutral
shakeout,Negative
shaker,Negative
shakes,Positive
shakespeare,Positive
shakespearian,Positive
shakily,Negative
shakiness,Neutral
shaking,Positive
shako,Neutral
shakti,Positive
shaktism,Negative
shaktist,Neutral
shaky,Negative
shale,Negative
shall,Positive
shallop,Positive
shallot,Negative
shallow,Neutral
shallowbrain,Neutral
shallowly,Neutral
shallowness,Negative
shallowpated,Neutral
shallows,Neutral
shallu,Positive
sham,Positive
shaman,Negative
shamanism,Positive
shamanist,Positive
shamash,Neutral
shamble,Neutral
shambles,Negative
shambling,Positive
shame,Negative
shamefaced,Neutral
shamefacedly,Neutral
shamefacedness,Neutral
shameful,Positive
shamefulness,Neutral
shameless,Neutral
shamelessness,Negative
shamesense,Neutral
shampoo,Negative
shamrock,Positive
shandredhan,Positive
shandygaff,Neutral
shanghai,Positive
shanghaier,Neutral
shank,Positive
shanks,Positive
shankss,Neutral
shanny,Negative
shantung,Negative
shanty,Positive
shantytown,Neutral
shape,Negative
shape-up,Negative
shaped,Positive
shapeless,Positive
shapelessly,Negative
shapelessness,Neutral
shapeley,Neutral
shapeliness,Negative
shapely,Neutral
shapen,Neutral
shapes,Neutral
shaping,Neutral
shar,Positive
shard,Positive
share,Positive
sharecropper,Neutral
shared,Positive
shareholder,Neutral
shareholding,Neutral
sharer,Neutral
shares,Negative
shareware,Neutral
sharif,Neutral
sharing,Positive
shark,Neutral
sharkskin,Negative
sharksucker,Positive
sharp,Negative
sharp-cornered,Positive
sharp-eared,Positive
sharp-eyed,Negative
sharp-limbed,Neutral
sharpen,Positive
sharpened,Positive
sharpener,Neutral
sharpens,Negative
sharper,Neutral
sharpie,Negative
sharping,Negative
sharply,Positive
sharpness,Neutral
sharpset,Positive
sharpshooter,Positive
sharpshooting,Neutral
sharptoothd,Neutral
shasta,Negative
shastan,Positive
shastra,Negative
shatter,Neutral
shattered,Negative
shattering,Negative
shatterpated,Negative
shatterproof,Negative
shattery,Neutral
shave,Negative
shaven,Negative
shaver,Positive
shavian,Neutral
shaving,Neutral
shavous,Negative
shaw,Negative
shawl,Negative
shawm,Negative
shawnee,Positive
shawwal,Neutral
shay,Negative
she,Positive
she-oak,Neutral
sheaf,Neutral
shear,Negative
sheared,Negative
shearing,Positive
shears,Negative
shearwater,Negative
sheath,Positive
sheathe,Neutral
sheathed,Negative
sheathing,Negative
shebang,Positive
shebat,Negative
shebeen,Neutral
shed,Neutral
shedding,Positive
shedim,Neutral
sheen,Neutral
sheeny,Positive
sheep,Neutral
sheepfold,Negative
sheepherder,Neutral
sheepish,Positive
sheepishly,Negative
sheeplike,Positive
sheepman,Negative
sheeps,Neutral
sheepshank,Neutral
sheepshead,Negative
sheepshearing,Positive
sheepskin,Negative
sheeptick,Positive
sheepwalk,Neutral
sheer,Negative
sheet,Positive
sheeting,Neutral
sheetlike,Positive
sheetrock,Negative
sheets,Neutral
sheffield,Neutral
shegetz,Neutral
sheik,Neutral
sheika,Negative
sheikdom,Positive
shekel,Positive
shekels,Positive
sheldrake,Positive
shelduck,Positive
shelf,Neutral
shelfful,Positive
shell,Positive
shell-less,Positive
shellac,Positive
shelled,Positive
shelley,Positive
shellfire,Neutral
shellfish,Positive
shellflower,Positive
shelter,Negative
sheltered,Neutral
sheltie,Neutral
shelve,Neutral
shelved,Neutral
shelving,Negative
shen-pao,Negative
shenanigan,Neutral
shend,Neutral
shenstone,Positive
shenyang,Negative
sheol,Positive
shepard,Positive
shepherd,Neutral
shepherdess,Neutral
shepherds,Negative
sheppard,Positive
sheraton,Negative
sherbert,Negative
sheridan,Negative
sheriff,Negative
sherry,Positive
shetland,Neutral
shiah,Positive
shibboleth,Positive
shield,Neutral
shielded,Positive
shielding,Positive
shift,Positive
shiftily,Neutral
shifting,Positive
shiftless,Negative
shiftlessness,Neutral
shifts,Positive
shigella,Negative
shigellosis,Neutral
shih-tzu,Neutral
shiitake,Neutral
shiite,Positive
shikar,Positive
shikari,Positive
shikoku,Negative
shiksa,Negative
shillelagh,Positive
shillelah,Positive
shilling,Positive
shillings,Positive
shillyshally,Neutral
shiloh,Negative
shim,Negative
shimmer,Neutral
shimmering(a),Neutral
shin,Negative
shina,Neutral
shindig,Negative
shindy,Neutral
shine,Neutral
shiner,Positive
shines,Positive
shingle,Positive
shingling,Positive
shingon,Negative
shininess,Positive
shining,Negative
shinney,Neutral
shinny,Negative
shinplaster,Negative
shintiyan,Negative
shinto,Negative
shintoist,Negative
shiny,Positive
ship,Neutral
ship-breaker,Negative
shipboard,Neutral
shipbuilder,Neutral
shipbuilding,Neutral
shiplaster,Positive
shipload,Negative
shipman,Positive
shipmate,Positive
shipment,Negative
shipowner,Positive
shippen,Positive
shipper,Positive
shipping,Negative
shipshape,Negative
shipside,Positive
shipworm,Positive
shipwreck,Positive
shipwrecked,Positive
shipwright,Neutral
shipyard,Neutral
shiraz,Positive
shire,Negative
shirink,Positive
shirk,Neutral
shirker,Negative
shirking,Negative
shirring,Neutral
shirt,Neutral
shirtdress,Neutral
shirtfront,Negative
shirting,Positive
shirtmaker,Positive
shirtsleeve,Neutral
shirtsleeves,Positive
shirttail,Neutral
shirtwaist,Neutral
shirty,Negative
shit,Neutral
shitless,Positive
shittah,Negative
shittimwood,Negative
shiv,Positive
shiva,Negative
shivaism,Positive
shivaist,Negative
shivaree,Positive
shive,Neutral
shiver,Negative
shivering,Neutral
shivers,Neutral
shivery,Negative
shizoku,Neutral
shoal,Neutral
shoals,Negative
shoaly,Neutral
shock,Negative
shock-headed,Negative
shockable,Negative
shocker,Neutral
shocking,Positive
shockingly,Negative
shod,Positive
shoddily,Neutral
shoddiness,Neutral
shoddy,Negative
shoe,Negative
shoebill,Negative
shoebox,Negative
shoeful,Neutral
shoehorn,Negative
shoelace,Positive
shoemaker,Neutral
shoemaking,Positive
shoes,Negative
shoeshop,Neutral
shoestring,Neutral
shoetree,Neutral
shofar,Negative
shofle,Negative
shog,Neutral
shogi,Neutral
shogun,Neutral
shoji,Positive
shoo,Positive
shoofly,Negative
shook,Positive
shoot,Positive
shoot-'em-up,Negative
shoot-down,Negative
shooter,Negative
shooting,Negative
shootingcoat,Positive
shop,Positive
shopfront,Neutral
shopkeeper,Negative
shoplifter,Positive
shoplifting,Positive
shopman,Neutral
shopmate,Neutral
shopper,Neutral
shopping,Negative
shopworn,Positive
shore,Positive
shorea,Positive
shorebird,Positive
shoreless,Negative
shoreline,Positive
shoring,Neutral
shorn,Positive
short,Positive
short-dated,Negative
short-handed,Neutral
short-range,Positive
short-run,Negative
shortage,Positive
shortbread,Neutral
shortbreathed,Negative
shortcake,Positive
shortcoming,Negative
shortcut,Neutral
shorten,Negative
shortening,Positive
shortgrass,Neutral
shorthand,Neutral
shorthorn,Neutral
shortia,Negative
shortish,Negative
shortlived,Negative
shortly,Neutral
shortness,Neutral
shorts,Positive
shortsighted,Positive
shortsightedness,Positive
shortstop,Positive
shortwinded,Positive
shoshone,Positive
shoshonean,Positive
shot,Positive
shotfree,Neutral
shotgun,Negative
shots,Positive
should,Positive
shoulder,Negative
shoulder-to-shoulder,Neutral
shouldered,Neutral
shoulders,Negative
shout,Negative
shouted,Negative
shove,Positive
shovel,Positive
shoveler,Neutral
shovelhead,Neutral
shoveling,Neutral
show,Positive
showboat,Neutral
showcase,Negative
shower,Negative
showerhead,Positive
showers,Positive
showery,Positive
showeryrainy,Positive
showing,Negative
showingcondemned,Positive
showjumping,Neutral
showman,Neutral
showmanship,Positive
shown,Negative
showplace,Positive
showroom,Neutral
showshoe,Negative
showy,Positive
shrapnel,Positive
shred,Neutral
shrew,Neutral
shrewd,Positive
shrewdness,Negative
shrewish,Positive
shrewishly,Neutral
shrewishness,Negative
shriek,Neutral
shrieked,Neutral
shrievalty,Neutral
shrieve,Negative
shrift,Negative
shriftless,Positive
shrike,Neutral
shrill,Positive
shrilling,Neutral
shrilling(a),Positive
shrillness,Neutral
shrilly,Neutral
shrimp,Positive
shrimpfish,Neutral
shrine,Positive
shrink,Neutral
shrinkable,Positive
shrinkage,Neutral
shrinking,Neutral
shrive,Negative
shrivel,Negative
shriveled,Positive
shroud,Negative
shrouded,Positive
shrovetide,Neutral
shrub,Positive
shrubbery,Positive
shrubby,Neutral
shrublet,Positive
shrug,Positive
shrunk,Neutral
shuck,Negative
shucks,Neutral
shudder,Neutral
shuddering,Neutral
shudderingly,Neutral
shudra,Positive
shuffle,Negative
shuffleboard,Positive
shuffler,Positive
shuffling,Neutral
shufflng,Negative
shuha,Positive
shun,Neutral
shunt,Negative
shunted,Negative
shunter,Negative
shush,Neutral
shut,Negative
shuteye,Neutral
shutout,Positive
shutter,Neutral
shutterbug,Neutral
shuttered,Positive
shutting,Neutral
shuttle,Negative
shuttlecock,Negative
shutvulgar,Negative
shy,Positive
shy(p),Negative
shyly,Negative
shyness,Negative
shyster,Negative
si,Positive
siaats,Neutral
sialadenitis,Negative
sialia,Negative
sialidae,Positive
sialis,Positive
sialolith,Negative
siamang,Positive
siamese,Positive
sib,Negative
siberia,Positive
siberian,Positive
sibi,Neutral
sibilant,Negative
sibilation,Neutral
sibling,Negative
sibyl,Negative
sibylline,Negative
sic,Positive
siccity,Positive
siccus,Positive
sicence,Negative
sich,Neutral
sicilian,Neutral
sicily,Neutral
sick,Neutral
sickbay,Positive
sickbed,Neutral
sicken,Positive
sickener,Negative
sickening,Negative
sickle,Negative
sicklepod,Negative
sickly,Neutral
sickness,Positive
sickroom,Positive
sida,Negative
sidalcea,Positive
side,Positive
side(a),Neutral
side-glance,Negative
side-wheeler,Neutral
sidearm,Neutral
sidebar,Neutral
sideboard,Positive
sideburn,Negative
sidecar,Negative
sided,Neutral
sidelight,Neutral
sideline,Positive
sideling,Neutral
sidelong,Neutral
sidera,Negative
sideral,Neutral
sideration,Neutral
sidereal,Negative
siderite,Neutral
sideritis,Neutral
sideroblast,Positive
siderocyte,Positive
sideromancy,Positive
sideropenia,Positive
siderosis,Neutral
sides,Negative
sidesaddle,Negative
sideshow,Positive
sidesman,Neutral
sidestep,Positive
sidestroke,Negative
sidetrack,Negative
sidewalk,Negative
sidewall,Neutral
sideward,Neutral
sideway,Neutral
sideways,Positive
sidewheeler,Negative
sidewinder,Negative
sidewipe,Neutral
siding,Negative
sidle,Negative
sidling,Positive
sidney,Positive
siege,Positive
sienna,Neutral
sierra,Positive
siesta,Neutral
sieve,Neutral
sieze,Negative
sif,Positive
sift,Positive
sifter,Positive
sifting,Neutral
sigd,Positive
sigh,Positive
sighd,Neutral
sighing,Negative
sight,Neutral
sighted,Neutral
sightedness,Neutral
sighting,Positive
sightless,Neutral
sightly,Negative
sightof,Neutral
sights,Neutral
sightseeing,Positive
sightseer,Neutral
sigil,Negative
sigma,Neutral
sigmodon,Negative
sigmoid,Positive
sigmoidal,Negative
sigmoidectomy,Negative
sigmoidoscope,Positive
sign,Positive
signal,Positive
signaler,Neutral
signalization,Negative
signalize,Positive
signally,Positive
signalman,Neutral
signature,Neutral
signboard,Positive
signed,Positive
signer,Positive
signet,Positive
significance,Neutral
significant,Negative
significantly,Positive
signification,Positive
significative,Negative
significatory,Positive
signified,Neutral
signifies,Neutral
signify,Positive
signifying,Neutral
signior,Positive
signo,Negative
signor,Negative
signora,Neutral
signore,Neutral
signorina,Positive
signpost,Neutral
signs,Neutral
signum,Positive
sigyn,Neutral
sike,Neutral
sikes,Negative
sikh,Neutral
silage,Neutral
sild,Neutral
silence,Positive
silenced,Negative
silencer,Positive
silene,Neutral
silent,Negative
silentio,Negative
silently,Negative
silenus,Neutral
silesia,Positive
silex,Positive
silhouette,Negative
silica,Neutral
silicate,Positive
siliceous,Positive
silicide,Neutral
silicle,Negative
silicon,Negative
silicone,Positive
silicosis,Negative
silique,Positive
siliquose,Neutral
siliquous,Negative
silk,Negative
silk-screen,Neutral
silken,Negative
silkily,Positive
silkiness,Neutral
silks,Positive
silkworm,Neutral
silky,Positive
sill,Neutral
sillaginidae,Negative
sillago,Negative
silliness,Positive
silly,Positive
silo,Neutral
siloxane,Positive
silphium,Neutral
silt,Positive
siltstone,Positive
silty,Positive
silurian,Neutral
silurid,Positive
siluridae,Negative
siluriformes,Negative
silurus,Neutral
silva,Positive
silvan,Positive
silver,Neutral
silverback,Positive
silverberry,Negative
silvered,Positive
silverfish,Negative
silverfooted,Neutral
silvern,Negative
silverpoint,Negative
silverrod,Positive
silverside,Positive
silversmith,Neutral
silverspot,Negative
silversword,Negative
silvertoned,Neutral
silvervine,Neutral
silverware,Positive
silverweed,Positive
silverwork,Neutral
silvery,Positive
silvex,Positive
silvia,Positive
silviculture,Neutral
silybum,Negative
simagre,Negative
simarouba,Neutral
simaroubaceae,Neutral
simazine,Positive
simeon,Neutral
simian,Neutral
similar,Negative
similarity,Negative
similarly,Positive
simile,Negative
similibus,Negative
simililitude,Negative
similitude,Positive
simious,Negative
simmer,Positive
simmering,Positive
simnel,Positive
simon,Positive
simonianism,Neutral
simony,Neutral
simoom,Negative
simoon,Negative
simous,Positive
simper,Negative
simpering,Positive
simple,Neutral
simple-minded,Negative
simplehearted,Positive
simpleminded,Neutral
simpleness,Negative
simples,Positive
simpleton,Neutral
simplex,Neutral
simplicity,Positive
simplification,Neutral
simplified,Positive
simplify,Positive
simply,Positive
simpson,Positive
simpulo,Neutral
simulacrum,Neutral
simulate,Negative
simulated,Negative
simulating,Neutral
simulation,Positive
simulator,Positive
simulcast,Neutral
simuliidae,Negative
simulium,Positive
simultaneity,Neutral
simultaneous,Negative
simultaneously,Positive
simultaneousness,Neutral
sin,Neutral
sinai,Positive
sinanthropus,Positive
sinapis,Positive
sinapism,Positive
since,Negative
sincere,Negative
sincerefriendshipfriendship,Neutral
sincerely,Positive
sincerity,Negative
sinciput,Positive
sind,Negative
sindhi,Negative
sine,Positive
sinecure,Neutral
sinew,Positive
sinewless,Neutral
sinews,Negative
